32750,95008
88768,95008
87284,97156
82198,95552
34120,96959
52335,94807
24458,96998
88830,94619
45988,96573
20541,97141
58424,95558
93223,97141
20659,97127
41220,95292
18485,97157
38208,97156
79107,97141
64894,94400
24702,97157
28272,97121
