83947,16541
83955,16388
38960,11485
19655,8279
13810,7583
19656,7511
19657,6959
36878,6785
19658,6586
19659,6373
38949,5921
36877,5861
38959,5665
36876,4955
95437,4717
19654,4566
3781,4525
36875,4179
95438,4128
26454,4010
17030,3980
16037,3938
13808,3923
36879,3921
13809,3897
14220,3768
95439,3767
14051,3756
18021,3730
26015,3728
19943,3718
3780,3667
4722,3659
4739,3632
14570,3627
4721,3620
4740,3605
4741,3573
58671,3549
13245,3547
2282,3532
95440,3496
27132,3470
19942,3410
82194,3402
16039,3394
32167,3357
26453,3352
31039,3300
9811,3278
77038,3270
27141,3256
51621,3247
21250,3210
77039,3198
38472,3172
22828,3168
19660,3142
74184,3125
27142,3113
36874,3108
38558,3097
43982,3075
95441,3073
26455,3069
18840,3063
25953,3060
5442,3053
5173,3045
13069,3037
13244,3011
29605,3004
82189,3004
15041,2993
32340,2992
16664,2990
47489,2985
19944,2980
14571,2974
47757,2973
3867,2967
82199,2966
46671,2959
38462,2942
65114,2941
23405,2920
16048,2915
66053,2911
12705,2903
415,2897
82190,2889
17026,2854
79166,2831
38456,2828
77037,2825
11843,2820
16040,2813
52799,2810
65113,2810
24253,2804
14572,2796
13084,2795
24844,2795
82186,2793
25620,2784
96567,2779
28517,2762
5212,2760
3812,2758
81979,2739
77040,2734
4476,2720
3811,2718
21162,2711
27133,2711
5172,2710
44877,2705
26452,2699
83175,2697
69621,2696
43981,2695
677,2683
68787,2672
28519,2665
25990,2663
21165,2660
46672,2659
48131,2656
10237,2639
82188,2621
37194,2613
53875,2610
38471,2609
68788,2606
38448,2603
65115,2597
28631,2593
95442,2589
28575,2586
16049,2584
51684,2582
86020,2568
51712,2561
18488,2556
12077,2553
17184,2552
83857,2544
17029,2542
33873,2542
16665,2533
17218,2532
76569,2530
30760,2529
43983,2524
51880,2512
5467,2511
83379,2506
34965,2505
38561,2503
16504,2488
20417,2488
66064,2487
11844,2486
33594,2482
26003,2480
3877,2479
381,2476
37195,2471
9812,2463
35537,2461
36704,2456
77036,2456
3813,2452
18832,2450
9243,2447
21873,2436
29604,2435
46673,2435
38565,2433
49237,2429
11362,2425
54017,2422
53320,2421
16683,2417
37229,2417
47756,2416
68692,2415
83907,2414
54018,2413
70748,2412
3810,2410
77041,2408
28579,2404
29606,2402
36681,2402
59269,2401
43980,2391
67583,2380
83894,2378
46670,2373
51268,2373
12403,2372
16050,2372
66054,2371
5254,2370
21883,2367
83176,2360
47758,2358
23406,2353
40362,2347
13034,2344
25991,2338
36708,2338
77026,2337
32179,2336
82193,2333
18160,2332
37196,2329
65112,2327
83174,2327
40551,2324
3819,2318
18229,2314
53319,2311
66052,2308
82738,2308
37761,2302
2712,2300
65116,2299
95443,2298
90400,2297
19941,2292
47770,2292
45257,2285
31055,2284
5603,2282
38464,2281
23663,2278
46674,2275
19929,2273
40550,2271
69622,2269
26836,2268
81438,2262
18489,2260
28518,2251
18228,2246
68691,2245
38670,2241
71326,2239
25724,2236
46961,2236
11265,2230
13642,2230
33909,2230
64832,2230
30759,2213
71322,2213
12706,2212
16046,2209
19945,2209
382,2207
38473,2207
38166,2203
57400,2202
10499,2201
82187,2201
3809,2198
83172,2198
78852,2197
84093,2193
81665,2192
11845,2189
20328,2185
12078,2183
71495,2182
16047,2181
5327,2180
26456,2177
48167,2176
69625,2174
11403,2173
42962,2168
3779,2167
37193,2166
69620,2166
46070,2165
24401,2163
62450,2160
37230,2159
59268,2158
77035,2157
28227,2154
29314,2154
66063,2154
81691,2153
34836,2152
96568,2151
84270,2146
46781,2145
16034,2144
82191,2142
17183,2140
23540,2140
44632,2139
79566,2139
51678,2138
13154,2135
16666,2135
46675,2133
51713,2133
26618,2131
82192,2130
13641,2129
20418,2128
6193,2127
7518,2126
74047,2124
5169,2123
13032,2123
40361,2122
44807,2118
74365,2118
81977,2116
78563,2115
12076,2114
65759,2113
16967,2112
86311,2111
20362,2104
27135,2103
46847,2103
47092,2103
8567,2102
11560,2102
77028,2100
62451,2097
9810,2096
16834,2095
51726,2095
74046,2095
17402,2092
65117,2092
5504,2091
25992,2087
5155,2086
43979,2086
7169,2084
76306,2084
86561,2082
94503,2082
21887,2080
4865,2078
3808,2077
3814,2077
38474,2076
64950,2074
476,2073
18460,2071
57422,2071
35850,2069
5505,2067
57377,2067
41067,2066
83090,2066
59270,2064
84332,2061
16835,2060
38465,2060
27918,2059
37419,2057
19203,2055
62549,2054
27134,2053
36705,2053
14133,2048
13640,2047
47723,2044
16663,2040
45136,2040
61699,2038
68915,2038
65347,2037
16836,2035
18183,2033
50939,2033
28247,2032
53321,2031
15652,2030
21244,2028
39573,2027
95444,2026
40062,2025
45256,2023
16041,2022
81734,2021
36873,2019
5604,2018
11842,2015
35827,2015
12273,2012
51321,2012
21782,2009
19025,2008
53266,2007
22618,2006
29110,2006
38439,2006
43984,2006
7647,2004
26619,2004
8773,2003
86336,2002
62441,1999
23645,1997
65348,1995
47006,1990
46846,1989
16833,1988
17032,1987
21884,1987
81677,1987
13281,1986
27146,1985
26835,1983
45380,1983
29614,1981
35837,1981
66065,1980
13146,1979
63798,1979
28577,1975
52783,1975
75199,1975
16038,1968
11857,1967
40360,1965
11846,1964
18490,1964
83639,1964
383,1963
46676,1961
46845,1961
47771,1960
756,1959
79562,1958
13639,1957
26002,1957
16858,1956
26451,1956
46844,1954
38470,1952
51620,1951
13638,1949
20416,1948
62442,1948
78622,1947
37968,1945
53884,1945
12305,1944
38167,1944
46859,1944
21686,1943
11069,1942
43952,1942
46926,1941
28562,1940
38671,1940
32172,1938
82903,1938
40552,1937
13637,1935
78517,1935
28574,1932
61910,1931
51267,1928
82013,1927
29315,1926
26620,1921
13031,1920
59267,1920
33872,1919
69623,1919
29603,1918
55485,1918
22914,1913
21874,1912
13636,1909
26617,1909
30953,1909
3823,1908
16445,1908
5200,1907
13634,1906
83173,1906
18019,1905
62449,1905
7517,1904
40549,1904
62443,1904
3062,1902
81417,1902
94318,1902
14619,1901
16083,1899
384,1897
13635,1896
29790,1896
47724,1895
62521,1893
47769,1892
65111,1891
47755,1887
10505,1886
37762,1886
48738,1886
81432,1886
84178,1886
21136,1885
10355,1883
32124,1883
78623,1882
7147,1880
13643,1878
18020,1878
9814,1877
25283,1877
79565,1876
15802,1875
37115,1875
83168,1875
86281,1874
37766,1872
18230,1871
46780,1871
64951,1871
70671,1871
5706,1870
84289,1868
96039,1868
45341,1867
9813,1866
51618,1866
14387,1865
16667,1863
13033,1862
92882,1861
46642,1860
94504,1859
16832,1856
4788,1855
51679,1853
68939,1853
77034,1853
12151,1852
24239,1852
71391,1851
18841,1850
23487,1850
81419,1850
83858,1849
51680,1848
78812,1848
28071,1847
80904,1847
37768,1846
16042,1845
62438,1844
2386,1843
51619,1843
3815,1842
5439,1842
20361,1842
21877,1842
66062,1840
72524,1840
10228,1839
40359,1839
42963,1839
77029,1839
19261,1838
35843,1838
74366,1838
84484,1837
20363,1836
24516,1836
30756,1835
33010,1835
37180,1834
38457,1832
84775,1832
92881,1832
10870,1831
46962,1830
13845,1829
66055,1828
5683,1826
38458,1826
53318,1825
14388,1824
39556,1822
